cat,cat_lab,count,percentage,measure,n_responses,site,year_group_lab,gender_lab,fsm_lab,sen_lab,group,measure_lab
"[1, 2, 3, 4, 5, nan]","['Almost always', 'Often', 'Sometimes', 'Not often', 'Almost never', 'No response']","[54, 51, 55, 66, 76, 12]","[17.197452229299362, 16.24203821656051, 17.51592356687898, 21.019108280254777, 24.203821656050955, 3.821656050955414]",free_like,314.0,Northern Devon,All,All,All,SEN,free_like,"
How often can you do things that you like in your free time?"
"[1, 2, 3, 4, 5, 6, 7, 8, 9, nan]","['None', 'Less than 1 hour', '1 to 2 hours', '2 to 3 hours', '3 to 4 hours', '4 to 5 hours', '5 to 6 hours', '6 to 7 hours', '7 hours or more', 'No response']","[43, 27, 38, 28, 33, 38, 47, 35, 24, 1]","[13.694267515923567, 8.598726114649681, 12.101910828025478, 8.9171974522293, 10.509554140127388, 12.101910828025478, 14.968152866242038, 11.146496815286625, 7.643312101910828, 0.3184713375796179]",media_hours,314.0,Northern Devon,All,All,All,SEN,media,"
On a normal weekday during term time, how much time do you spend on social
media?"
"[1, 2, 3, 4, nan]","['None ', 'Limited', 'Several', 'Lots', 'No response']","[80, 77, 68, 83, 6]","[25.477707006369428, 24.522292993630572, 21.656050955414013, 26.43312101910828, 1.910828025477707]",places_freq,314.0,Northern Devon,All,All,All,SEN,places,"
How many activities/places are there in your local area, that you choose to or
would want to go to in your free time?"
"[0, 1, nan]","['No', 'Yes', 'No response']","[133, 156, 25]","[42.35668789808918, 49.681528662420384, 7.961783439490445]",places_barriers___1,314.0,Northern Devon,All,All,All,SEN,places,"
There's nothing to do"
"[0, 1, nan]","['No', 'Yes', 'No response']","[135, 154, 25]","[42.99363057324841, 49.044585987261144, 7.961783439490445]",places_barriers___2,314.0,Northern Devon,All,All,All,SEN,places,"
I'm unable to get there and back"
"[0, 1, nan]","['No', 'Yes', 'No response']","[157, 132, 25]","[50.0, 42.038216560509554, 7.961783439490445]",places_barriers___3,314.0,Northern Devon,All,All,All,SEN,places,"
It's too expensive (to get there or take part)"
"[0, 1, nan]","['No', 'Yes', 'No response']","[150, 139, 25]","[47.77070063694268, 44.26751592356688, 7.961783439490445]",places_barriers___4,314.0,Northern Devon,All,All,All,SEN,places,"
Poor weather"
"[0, 1, nan]","['No', 'Yes', 'No response']","[160, 129, 25]","[50.955414012738856, 41.082802547770704, 7.961783439490445]",places_barriers___5,314.0,Northern Devon,All,All,All,SEN,places,"
I have no-one to go with"
"[0, 1, nan]","['No', 'Yes', 'No response']","[154, 135, 25]","[49.044585987261144, 42.99363057324841, 7.961783439490445]",places_barriers___6,314.0,Northern Devon,All,All,All,SEN,places,"
It's too busy"
"[0, 1, nan]","['No', 'Yes', 'No response']","[155, 134, 25]","[49.36305732484077, 42.675159235668794, 7.961783439490445]",places_barriers___7,314.0,Northern Devon,All,All,All,SEN,places,"
I feel uncomfortable/anxious about other people who might be there"
"[0, 1, nan]","['No', 'Yes', 'No response']","[144, 145, 25]","[45.85987261146497, 46.17834394904459, 7.961783439490445]",places_barriers___8,314.0,Northern Devon,All,All,All,SEN,places,"
My parents/carers don't allow me to go"
"[0, 1, nan]","['No', 'Yes', 'No response']","[155, 134, 25]","[49.36305732484077, 42.675159235668794, 7.961783439490445]",places_barriers___9,314.0,Northern Devon,All,All,All,SEN,places,"
Other"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[57, 71, 47, 47, 55, 37]","[18.152866242038215, 22.611464968152866, 14.968152866242038, 14.968152866242038, 17.51592356687898, 11.78343949044586]",school_belong,314.0,Northern Devon,All,All,All,SEN,school_belong,"
I feel that I belong/belonged at my school"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[60, 65, 64, 52, 70, 3]","[19.10828025477707, 20.70063694267516, 20.382165605095544, 16.560509554140125, 22.29299363057325, 0.9554140127388535]",staff_interest,314.0,Northern Devon,All,All,All,SEN,staff_relationship,"
At school there is an adult who... is interested in my schoolwork"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[55, 72, 77, 52, 56, 2]","[17.51592356687898, 22.929936305732486, 24.522292993630572, 16.560509554140125, 17.8343949044586, 0.6369426751592357]",staff_believe,314.0,Northern Devon,All,All,All,SEN,staff_relationship,"
At school there is an adult who... believes that I will be a success"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[68, 59, 51, 50, 58, 28]","[21.656050955414013, 18.789808917197455, 16.24203821656051, 15.92356687898089, 18.471337579617835, 8.9171974522293]",staff_best,314.0,Northern Devon,All,All,All,SEN,staff_relationship,"
At school there is an adult who... wants me to do my best"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[63, 58, 55, 68, 57, 13]","[20.063694267515924, 18.471337579617835, 17.51592356687898, 21.656050955414013, 18.152866242038215, 4.140127388535031]",staff_listen,314.0,Northern Devon,All,All,All,SEN,staff_relationship,"
At school there is an adult who... listens to me when I have something to
say"
"[0, 1, nan]","['No', 'Yes', 'No response']","[135, 138, 41]","[42.99363057324841, 43.94904458598726, 13.05732484076433]",staff_talk,314.0,Northern Devon,All,All,All,SEN,talk,"
Talked about feeling down with... an adult at school"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[32, 33, 25, 42, 6]","[23.18840579710145, 23.91304347826087, 18.115942028985508, 30.434782608695656, 4.3478260869565215]",staff_talk_listen,138.0,Northern Devon,All,All,All,SEN,talk,"
Did you feel listened to when you spoke with... an adult at school"
"[1, 2, 3, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'No response']","[45, 44, 48, 1]","[32.608695652173914, 31.88405797101449, 34.78260869565217, 0.7246376811594203]",staff_talk_helpful,138.0,Northern Devon,All,All,All,SEN,talk,"
Did you receive advice that you found helpful from... an adult at school"
"[1, 2, 3, 4, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'No response']","[33, 29, 28, 36, 9]","[24.444444444444443, 21.48148148148148, 20.74074074074074, 26.666666666666668, 6.666666666666667]",staff_talk_if,135.0,Northern Devon,All,All,All,SEN,talk,"
How would you feel about speaking with... an adult at school"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[87, 69, 82, 72, 4]","[27.70700636942675, 21.97452229299363, 26.11464968152866, 22.929936305732486, 1.2738853503184715]",accept_staff,314.0,Northern Devon,All,All,All,SEN,accept,"
Adults at your school"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[57, 46, 54, 76, 63, 18]","[18.152866242038215, 14.64968152866242, 17.197452229299362, 24.203821656050955, 20.063694267515924, 5.7324840764331215]",home_interest,314.0,Northern Devon,All,All,All,SEN,home_relationship,"
At home there is an adult who... is interested in my schoolwork"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[59, 65, 63, 55, 56, 16]","[18.789808917197455, 20.70063694267516, 20.063694267515924, 17.51592356687898, 17.8343949044586, 5.095541401273886]",home_believe,314.0,Northern Devon,All,All,All,SEN,home_relationship,"
At home there is an adult who... believes that I will be a success"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[52, 66, 62, 57, 53, 24]","[16.560509554140125, 21.019108280254777, 19.745222929936308, 18.152866242038215, 16.878980891719745, 7.643312101910828]",home_best,314.0,Northern Devon,All,All,All,SEN,home_relationship,"
At home there is an adult who... wants me to do my best"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[68, 55, 58, 56, 56, 21]","[21.656050955414013, 17.51592356687898, 18.471337579617835, 17.8343949044586, 17.8343949044586, 6.687898089171974]",home_listen,314.0,Northern Devon,All,All,All,SEN,home_relationship,"
At home there is an adult who... listens to me when I have something to say"
"[0, 1, nan]","['No', 'Yes', 'No response']","[149, 151, 14]","[47.452229299363054, 48.089171974522294, 4.45859872611465]",home_talk,314.0,Northern Devon,All,All,All,SEN,talk,"
Talked about feeling down with... one of your parents/carers"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[27, 38, 53, 29, 4]","[17.880794701986755, 25.165562913907287, 35.099337748344375, 19.205298013245034, 2.6490066225165565]",home_talk_listen,151.0,Northern Devon,All,All,All,SEN,talk,"
Did you feel listened to when you spoke with... one of your parents/carers"
"[1, 2, 3, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'No response']","[54, 37, 48, 12]","[35.76158940397351, 24.503311258278146, 31.788079470198678, 7.9470198675496695]",home_talk_helpful,151.0,Northern Devon,All,All,All,SEN,talk,"
Did you receive advice that you found helpful from... one of your
parents/carers"
"[1, 2, 3, 4, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'No response']","[39, 28, 37, 34, 11]","[26.174496644295303, 18.79194630872483, 24.832214765100673, 22.818791946308725, 7.38255033557047]",home_talk_if,149.0,Northern Devon,All,All,All,SEN,talk,"
How would you feel about speaking with... one of your parents/carers"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[67, 85, 78, 73, 11]","[21.337579617834397, 27.070063694267514, 24.840764331210192, 23.248407643312103, 3.5031847133757963]",accept_home,314.0,Northern Devon,All,All,All,SEN,accept,"
Your parents/carers"
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, nan]","['0 - Very unhappy', '1', '2', '3', '4', '5 - Not happy or unhappy', '6', '7', '8', '9', '10 - Very happy', 'No response']","[30, 24, 19, 26, 27, 28, 27, 19, 23, 30, 26, 35]","[9.554140127388536, 7.643312101910828, 6.050955414012739, 8.280254777070063, 8.598726114649681, 8.9171974522293, 8.598726114649681, 6.050955414012739, 7.32484076433121, 9.554140127388536, 8.280254777070063, 11.146496815286625]",home_happy,314.0,Northern Devon,All,All,All,SEN,home_happy,"
How happy are you with the home that you live in?"
"[1, 2, 3, 4, 5, nan]","['Very safe', 'Fairly safe', 'Fairly unsafe', 'Very unsafe', ""Don't know"", 'No response']","[55, 44, 59, 58, 56, 42]","[17.51592356687898, 14.012738853503185, 18.789808917197455, 18.471337579617835, 17.8343949044586, 13.375796178343949]",local_safe,314.0,Northern Devon,All,All,All,SEN,local_env,"
How safe do you feel when in your local area?"
"[1, 2, 3, 4, 5, nan]","['Strongly agree', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', 'No response']","[65, 65, 49, 53, 54, 28]","[20.70063694267516, 20.70063694267516, 15.605095541401273, 16.878980891719745, 17.197452229299362, 8.9171974522293]",local_support,314.0,Northern Devon,All,All,All,SEN,local_env,"
People around here support each other with their wellbeing"
"[1, 2, 3, 4, 5, nan]","['Strongly agree', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', 'No response']","[70, 64, 47, 59, 71, 3]","[22.29299363057325, 20.382165605095544, 14.968152866242038, 18.789808917197455, 22.611464968152866, 0.9554140127388535]",local_trust,314.0,Northern Devon,All,All,All,SEN,local_env,"
You can trust people around here"
"[1, 2, 3, 4, 5, nan]","['Strongly agree', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', 'No response']","[56, 52, 57, 57, 62, 30]","[17.8343949044586, 16.560509554140125, 18.152866242038215, 18.152866242038215, 19.745222929936308, 9.554140127388536]",local_neighbours,314.0,Northern Devon,All,All,All,SEN,local_env,"
I could ask for help or a favour from neighbours"
"[1, 2, 3, 4, 5, nan]","['Strongly agree', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', 'No response']","[64, 61, 45, 53, 54, 37]","[20.382165605095544, 19.426751592356688, 14.331210191082802, 16.878980891719745, 17.197452229299362, 11.78343949044586]",local_places,314.0,Northern Devon,All,All,All,SEN,local_env,"
There are good places to spend your free time (e.g., leisure centres, parks,
shops)"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[61, 60, 53, 66, 68, 6]","[19.426751592356688, 19.10828025477707, 16.878980891719745, 21.019108280254777, 21.656050955414013, 1.910828025477707]",discrim_race,314.0,Northern Devon,All,All,All,SEN,discrim,"
How often do people make you feel bad because of... your race, skin colour or
where you were born?"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[63, 50, 51, 53, 64, 33]","[20.063694267515924, 15.92356687898089, 16.24203821656051, 16.878980891719745, 20.382165605095544, 10.509554140127388]",discrim_gender,314.0,Northern Devon,All,All,All,SEN,discrim,"
How often do people make you feel bad because of... your gender?"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[49, 62, 56, 54, 57, 36]","[15.605095541401273, 19.745222929936308, 17.8343949044586, 17.197452229299362, 18.152866242038215, 11.464968152866243]",discrim_orientation,314.0,Northern Devon,All,All,All,SEN,discrim,"
How often do people make you feel bad because of... your sexual
orientation?"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[67, 61, 62, 56, 54, 14]","[21.337579617834397, 19.426751592356688, 19.745222929936308, 17.8343949044586, 17.197452229299362, 4.45859872611465]",discrim_disability,314.0,Northern Devon,All,All,All,SEN,discrim,"
How often do people make you feel bad because of... disability?"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[66, 61, 74, 51, 55, 7]","[21.019108280254777, 19.426751592356688, 23.56687898089172, 16.24203821656051, 17.51592356687898, 2.229299363057325]",discrim_faith,314.0,Northern Devon,All,All,All,SEN,discrim,"
How often do people make you feel bad because of... your religion/faith?"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[59, 71, 79, 84, 21]","[18.789808917197455, 22.611464968152866, 25.159235668789808, 26.751592356687897, 6.687898089171974]",belong_local,314.0,Northern Devon,All,All,All,SEN,belong_local,"
I feel like I belong in my local area"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[69, 73, 84, 67, 21]","[21.97452229299363, 23.248407643312103, 26.751592356687897, 21.337579617834397, 6.687898089171974]",accept_local,314.0,Northern Devon,All,All,All,SEN,accept,"
People in your local area"
"[1, 2, 3, 4, nan]","['Richer', 'Poorer', 'About the same', ""Don't know"", 'No response']","[77, 75, 83, 65, 14]","[24.522292993630572, 23.88535031847134, 26.43312101910828, 20.70063694267516, 4.45859872611465]",wealth,314.0,Northern Devon,All,All,All,SEN,wealth,"
Compared to your friends, is your family richer, poorer or about the same?"
"[1, 2, 3, 4, nan]","['Not many', 'Quite a few', 'A lot', 'Unsure', 'No response']","[75, 74, 65, 63, 37]","[23.88535031847134, 23.56687898089172, 20.70063694267516, 20.063694267515924, 11.78343949044586]",future_options,314.0,Northern Devon,All,All,All,SEN,future,"
How many options are available?"
"[1, 2, 3, 4, 5, nan]","['Not interested', 'A little interested', 'Quite interested', 'Very interested', 'Unsure', 'No response']","[60, 55, 62, 60, 42, 35]","[19.10828025477707, 17.51592356687898, 19.745222929936308, 19.10828025477707, 13.375796178343949, 11.146496815286625]",future_interest,314.0,Northern Devon,All,All,All,SEN,future,"
How do you feel about the options available?"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'Unsure', 'No response']","[55, 61, 56, 55, 56, 31]","[17.51592356687898, 19.426751592356688, 17.8343949044586, 17.51592356687898, 17.8343949044586, 9.872611464968154]",future_support,314.0,Northern Devon,All,All,All,SEN,future,"
Do you feel (or think you would feel) supported to explore options that
interest you, even if no-one else around you has done them before?"
"[1, 2, 3, 4, nan]","['Often', 'Sometimes', 'Rarely', 'Never', 'No response']","[81, 73, 78, 69, 13]","[25.796178343949045, 23.248407643312103, 24.840764331210192, 21.97452229299363, 4.140127388535031]",climate,314.0,Northern Devon,All,All,All,SEN,climate,"
How often do you worry about the impact of climate change on your future?"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[64, 43, 62, 56, 58, 31]","[20.382165605095544, 13.694267515923567, 19.745222929936308, 17.8343949044586, 18.471337579617835, 9.872611464968154]",social_along,314.0,Northern Devon,All,All,All,SEN,social,"
I get along with people around me"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[53, 62, 72, 52, 58, 17]","[16.878980891719745, 19.745222929936308, 22.929936305732486, 16.560509554140125, 18.471337579617835, 5.414012738853503]",social_time,314.0,Northern Devon,All,All,All,SEN,social,"
People like to spend time with me"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[45, 69, 53, 54, 47, 46]","[14.331210191082802, 21.97452229299363, 16.878980891719745, 17.197452229299362, 14.968152866242038, 14.64968152866242]",social_support,314.0,Northern Devon,All,All,All,SEN,social,"
I feel supported by my friends"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[62, 53, 48, 62, 53, 36]","[19.745222929936308, 16.878980891719745, 15.286624203821656, 19.745222929936308, 16.878980891719745, 11.464968152866243]",social_hard,314.0,Northern Devon,All,All,All,SEN,social,"
My friends care about me when times are hard (for example if I am sick or have
done something wrong)"
"[1, 2, 3, 4, nan]","['Not at all', '1-3 times in last 6 months', '4+ times in last 6 months', 'A few times a week', 'No response']","[86, 71, 79, 77, 1]","[27.388535031847134, 22.611464968152866, 25.159235668789808, 24.522292993630572, 0.3184713375796179]",bully_physical,314.0,Northern Devon,All,All,All,SEN,bully,"
How often do you get physically bullied at school? By this we mean getting hit,
pushed around, threatened, or having belongings stolen."
"[1, 2, 3, 4, nan]","['Not at all', '1-3 times in last 6 months', '4+ times in last 6 months', 'A few times a week', 'No response']","[63, 87, 71, 82, 11]","[20.063694267515924, 27.70700636942675, 22.611464968152866, 26.11464968152866, 3.5031847133757963]",bully_other,314.0,Northern Devon,All,All,All,SEN,bully,"
How often do you get bullied in other ways at school? By this we mean insults,
slurs, name calling, threats, getting left out or excluded by others, or having
rumours spread about you on purpose."
"[1, 2, 3, 4, nan]","['Not at all', '1-3 times in last 6 months', '4+ times in last 6 months', 'A few times a week', 'No response']","[69, 90, 84, 68, 3]","[21.97452229299363, 28.662420382165603, 26.751592356687897, 21.656050955414013, 0.9554140127388535]",bully_cyber,314.0,Northern Devon,All,All,All,SEN,bully,"
How often do you get cyber-bullied? By this we mean someone sending mean text
or online messages about you, creating a website making fun of you, posting
pictures that make you look bad online, or sharing them with others."
"[0, 1, nan]","['No', 'Yes', 'No response']","[147, 151, 16]","[46.81528662420382, 48.089171974522294, 5.095541401273886]",peer_talk,314.0,Northern Devon,All,All,All,SEN,talk,"
Talked about feeling down with... another person your age"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[26, 36, 38, 38, 13]","[17.218543046357617, 23.841059602649008, 25.165562913907287, 25.165562913907287, 8.609271523178808]",peer_talk_listen,151.0,Northern Devon,All,All,All,SEN,talk,"
Did you feel listened to when you spoke with... another person your age"
"[1, 2, 3, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'No response']","[54, 36, 59, 2]","[35.76158940397351, 23.841059602649008, 39.0728476821192, 1.3245033112582782]",peer_talk_helpful,151.0,Northern Devon,All,All,All,SEN,talk,"
Did you receive advice that you found helpful from... another person your
age"
"[1, 2, 3, 4, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'No response']","[32, 37, 35, 42, 1]","[21.768707482993197, 25.170068027210885, 23.809523809523807, 28.57142857142857, 0.6802721088435374]",peer_talk_if,147.0,Northern Devon,All,All,All,SEN,talk,"
How would you feel about speaking with... another person your age"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[69, 92, 68, 75, 10]","[21.97452229299363, 29.29936305732484, 21.656050955414013, 23.88535031847134, 3.1847133757961785]",accept_peer,314.0,Northern Devon,All,All,All,SEN,accept,"
Other people your age"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[79, 64, 79, 82, 87, 55]","[17.713004484304935, 14.349775784753364, 17.713004484304935, 18.385650224215247, 19.506726457399104, 12.331838565022421]",autonomy_pressure,446.0,Northern Devon,All,All,All,Non-SEN,autonomy,"
I feel pressured in my life"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[82, 104, 83, 88, 82, 7]","[18.385650224215247, 23.318385650224215, 18.609865470852018, 19.730941704035875, 18.385650224215247, 1.5695067264573992]",autonomy_express,446.0,Northern Devon,All,All,All,Non-SEN,autonomy,"
I generally feel free to express my ideas and opinions"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[91, 64, 77, 81, 90, 43]","[20.40358744394619, 14.349775784753364, 17.26457399103139, 18.161434977578477, 20.179372197309416, 9.641255605381167]",autonomy_decide,446.0,Northern Devon,All,All,All,Non-SEN,autonomy,"
I feel like I am free to decide for myself how to live my life"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[84, 81, 82, 68, 77, 54]","[18.83408071748879, 18.161434977578477, 18.385650224215247, 15.246636771300448, 17.26457399103139, 12.10762331838565]",autonomy_told,446.0,Northern Devon,All,All,All,Non-SEN,autonomy,"
In my daily life I often have to do what I am told"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[80, 93, 86, 76, 73, 38]","[17.937219730941703, 20.85201793721973, 19.282511210762333, 17.040358744394617, 16.367713004484305, 8.520179372197308]",autonomy_myself,446.0,Northern Devon,All,All,All,Non-SEN,autonomy,"
I feel I can pretty much be myself in daily situations"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[90, 106, 74, 91, 77, 8]","[20.179372197309416, 23.766816143497756, 16.591928251121075, 20.40358744394619, 17.26457399103139, 1.7937219730941705]",autonomy_choice,446.0,Northern Devon,All,All,All,Non-SEN,autonomy,"
I have enough choice about how I spend my time"
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, nan]","['0 - not at all', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10 - completely', 'No response']","[21, 53, 36, 41, 33, 36, 34, 28, 44, 40, 35, 45]","[4.708520179372197, 11.883408071748878, 8.071748878923767, 9.192825112107624, 7.399103139013453, 8.071748878923767, 7.623318385650224, 6.278026905829597, 9.865470852017937, 8.968609865470851, 7.847533632286996, 10.089686098654708]",life_satisfaction,446.0,Northern Devon,All,All,All,Non-SEN,life_satisfaction,"
Overall, how satisfied are you with your life nowadays?"
"[1, 2, 3, 4, 5, nan]","['Almost never', 'Sometimes', 'Often', 'Very often', 'Always', 'No response']","[86, 76, 73, 81, 93, 37]","[19.282511210762333, 17.040358744394617, 16.367713004484305, 18.161434977578477, 20.85201793721973, 8.295964125560538]",optimism_future,446.0,Northern Devon,All,All,All,Non-SEN,optimism,"
I am optimistic about my future"
"[1, 2, 3, 4, 5, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'No response']","[90, 92, 87, 94, 80, 3]","[20.179372197309416, 20.62780269058296, 19.506726457399104, 21.076233183856502, 17.937219730941703, 0.672645739910314]",optimism_best,446.0,Northern Devon,All,All,All,Non-SEN,optimism,"
In uncertain times, I expect the best"
"[1, 2, 3, 4, 5, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'No response']","[89, 92, 92, 79, 93, 1]","[19.955156950672645, 20.62780269058296, 20.62780269058296, 17.713004484304935, 20.85201793721973, 0.2242152466367713]",optimism_good,446.0,Northern Devon,All,All,All,Non-SEN,optimism,"
I think good things are going to happen to me"
"[1, 2, 3, 4, 5, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'No response']","[92, 85, 92, 87, 86, 4]","[20.62780269058296, 19.05829596412556, 20.62780269058296, 19.506726457399104, 19.282511210762333, 0.8968609865470852]",optimism_work,446.0,Northern Devon,All,All,All,Non-SEN,optimism,"
I believe that things will work out, no matter how difficult they seem"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[95, 84, 84, 91, 76, 16]","[21.300448430493272, 18.83408071748879, 18.83408071748879, 20.40358744394619, 17.040358744394617, 3.587443946188341]",wellbeing_optimistic,446.0,Northern Devon,All,All,All,Non-SEN,wellbeing,"
I've been feeling optimistic about the future"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[93, 76, 94, 85, 81, 17]","[20.85201793721973, 17.040358744394617, 21.076233183856502, 19.05829596412556, 18.161434977578477, 3.811659192825112]",wellbeing_useful,446.0,Northern Devon,All,All,All,Non-SEN,wellbeing,"
I've been feeling useful"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[87, 84, 81, 71, 85, 38]","[19.506726457399104, 18.83408071748879, 18.161434977578477, 15.919282511210762, 19.05829596412556, 8.520179372197308]",wellbeing_relaxed,446.0,Northern Devon,All,All,All,Non-SEN,wellbeing,"
I've been feeling relaxed"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[94, 75, 68, 88, 82, 39]","[21.076233183856502, 16.81614349775785, 15.246636771300448, 19.730941704035875, 18.385650224215247, 8.74439461883408]",wellbeing_problems,446.0,Northern Devon,All,All,All,Non-SEN,wellbeing,"
I've been dealing with problems well"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[67, 87, 104, 93, 94, 1]","[15.022421524663676, 19.506726457399104, 23.318385650224215, 20.85201793721973, 21.076233183856502, 0.2242152466367713]",wellbeing_thinking,446.0,Northern Devon,All,All,All,Non-SEN,wellbeing,"
I've been thinking clearly"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[90, 77, 77, 79, 87, 36]","[20.179372197309416, 17.26457399103139, 17.26457399103139, 17.713004484304935, 19.506726457399104, 8.071748878923767]",wellbeing_close,446.0,Northern Devon,All,All,All,Non-SEN,wellbeing,"
I've been feeling close to other people"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[93, 88, 97, 71, 81, 16]","[20.85201793721973, 19.730941704035875, 21.748878923766814, 15.919282511210762, 18.161434977578477, 3.587443946188341]",wellbeing_mind,446.0,Northern Devon,All,All,All,Non-SEN,wellbeing,"
I've been able to make up my own mind about things"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[93, 97, 99, 109, 48]","[20.85201793721973, 21.748878923766814, 22.19730941704036, 24.43946188340807, 10.762331838565023]",esteem_satisfied,446.0,Northern Devon,All,All,All,Non-SEN,esteem,"
On the whole, I am satisfied with myself"
