variable,mean,count,msoa,total_pupils,group_n,group_wt_mean,group_wt_std,lower,upper,rag,variable_lab,description
media_score,3.3333333333333335,42.0,Torridge 001,673.0,20.0,4.078751857355126,0.5014300921162455,3.5773217652388807,4.580181949471371,below,Social media use,"
How much time young people spend on social media"
places_score,2.2142857142857144,42.0,Torridge 001,664.0,20.0,2.483433734939759,0.16687277202675707,2.316560962913002,2.650306506966516,below,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,2.8088235294117645,34.0,Torridge 001,562.0,20.0,2.4813167259786475,0.1957423260099232,2.2855743999687244,2.6770590519885706,above,NULL,NULL
home_talk_score,2.730769230769231,39.0,Torridge 001,585.0,20.0,2.5547008547008545,0.14688774811201868,2.407813106588836,2.701588602812873,above,NULL,NULL
peer_talk_score,2.3986486486486487,37.0,Torridge 001,602.0,20.0,2.5336378737541527,0.20968759244042917,2.3239502813137234,2.743325466194582,average,NULL,NULL
talk_score,7.768518518518518,27.0,Torridge 001,428.0,20.0,7.533878504672897,0.4005224423593017,7.133356062313595,7.934400947032199,average,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,9.421052631578947,38.0,Torridge 001,582.0,20.0,10.082474226804123,0.4186347178635218,9.663839508940601,10.501108944667646,below,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,3.5405405405405403,37.0,Torridge 001,599.0,20.0,2.954924874791319,0.1983886196098084,2.7565362551815107,3.1533134944011274,above,School connection,"
Feelings of belonging at school"
staff_relationship_score,11.666666666666666,39.0,Torridge 001,575.0,20.0,12.027826086956521,0.5570880606232873,11.470738026333233,12.58491414757981,average,Support from staff,"
The support received from adults at school"
home_relationship_score,12.382352941176471,34.0,Torridge 001,515.0,20.0,12.062135922330096,0.7690831882903442,11.293052734039753,12.83121911062044,average,Support from parents/carers,"
The support received from adults at home"
home_happy_score,4.529411764705882,34.0,Torridge 001,604.0,20.0,4.940397350993377,0.7549267302738673,4.18547062071951,5.695324081267245,average,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,14.952380952380953,21.0,Torridge 001,355.0,20.0,14.885446009389671,0.7627055365027211,14.12274047288695,15.648151545892393,average,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.0,42.0,Torridge 001,678.0,20.0,1.0147492625368733,0.020541714106175567,0.9942075484306977,1.035290976643049,average,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.05,40.0,Torridge 001,625.0,20.0,2.3456,0.19026053738039997,2.1553394626196,2.5358605373804,below,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.25806451612903225,31.0,Torridge 001,476.0,20.0,0.35714285714285715,0.07913462942572096,0.2780082277171362,0.4362774865685781,below,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,7.333333333333333,18.0,Torridge 001,222.0,15.0,7.506756756756757,0.5563465223681503,6.950410234388607,8.063103279124908,average,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.5641025641025643,39.0,Torridge 001,655.0,20.0,2.4885496183206106,0.17827857312780837,2.310271045192802,2.666828191448419,average,Climate change,"
Worries regarding climate change"
social_score,12.285714285714286,28.0,Torridge 001,441.0,20.0,11.884353741496598,0.4692186420598787,11.41513509943672,12.353572383556477,average,Support from friends,"
The support young people receive from their peers"
bully_score,7.525,40.0,Torridge 001,643.0,20.0,7.514774494556765,0.3209338895886501,7.193840604968115,7.835708384145415,average,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,18.75,20.0,Torridge 002,426.0,20.0,17.85211267605634,0.7240076318941591,17.12810504416218,18.5761203079505,above,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,5.444444444444445,27.0,Torridge 002,617.0,20.0,4.946515397082658,0.47982855277608544,4.466686844306572,5.426343949858744,above,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,11.777777777777779,27.0,Torridge 002,622.0,20.0,12.069131832797428,0.44645863215727216,11.622673200640156,12.5155904649547,average,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,21.38095238095238,21.0,Torridge 002,466.0,20.0,21.006437768240342,0.939871527800999,20.066566240439343,21.946309296041342,average,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,12.55,20.0,Torridge 002,391.0,19.0,12.741687979539641,0.5879381239360536,12.153749855603587,13.329626103475695,average,Self-esteem,"
How much young people value themselves"
stress_score,7.625,24.0,Torridge 002,539.0,20.0,7.836734693877551,0.5523650392820009,7.28436965459555,8.389099733159552,average,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,3.888888888888889,27.0,Torridge 002,622.0,20.0,4.963022508038585,0.5967010225969469,4.366321485441638,5.559723530635532,below,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,9.8,20.0,Torridge 002,385.0,20.0,9.774025974025975,0.5763487880119827,9.197677186013992,10.350374762037957,average,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,3.032258064516129,31.0,Torridge 002,669.0,20.0,3.0642750373692076,0.30486940665176476,2.759405630717443,3.3691444440209724,average,Loneliness,"
How often young people feel lonely"
support_score,4.777777777777778,27.0,Torridge 002,622.0,20.0,4.863344051446945,0.2824933524489921,4.580850698997953,5.145837403895937,average,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,0.6666666666666666,27.0,Torridge 002,644.0,20.0,0.4953416149068323,0.09882037305158985,0.39652124185524246,0.5941619879584221,above,Sleep,"
How much sleep young people get"
physical_score,259.2857142857143,28.0,Torridge 002,582.0,20.0,245.0,38.13479378364181,206.8652062163582,283.13479378364184,average,Physical activity,"
How physically active young people are"
free_like_score,2.5806451612903225,31.0,Torridge 002,653.0,20.0,3.0168453292496173,0.25103186372647596,2.7658134655231414,3.2678771929760932,below,Free time,"
How often young people can do things that they like in their free time"
media_score,4.066666666666666,30.0,Torridge 002,673.0,20.0,4.078751857355126,0.5014300921162455,3.5773217652388807,4.580181949471371,average,Social media use,"
How much time young people spend on social media"
places_score,2.1333333333333333,30.0,Torridge 002,664.0,20.0,2.483433734939759,0.16687277202675707,2.316560962913002,2.650306506966516,below,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,2.53,25.0,Torridge 002,562.0,20.0,2.4813167259786475,0.1957423260099232,2.2855743999687244,2.6770590519885706,average,NULL,NULL
home_talk_score,2.6296296296296298,27.0,Torridge 002,585.0,20.0,2.5547008547008545,0.14688774811201868,2.407813106588836,2.701588602812873,average,NULL,NULL
peer_talk_score,2.4583333333333335,30.0,Torridge 002,602.0,20.0,2.5336378737541527,0.20968759244042917,2.3239502813137234,2.743325466194582,average,NULL,NULL
talk_score,7.4375,20.0,Torridge 002,428.0,20.0,7.533878504672897,0.4005224423593017,7.133356062313595,7.934400947032199,average,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,10.482758620689655,29.0,Torridge 002,582.0,20.0,10.082474226804123,0.4186347178635218,9.663839508940601,10.501108944667646,average,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,2.892857142857143,28.0,Torridge 002,599.0,20.0,2.954924874791319,0.1983886196098084,2.7565362551815107,3.1533134944011274,average,School connection,"
Feelings of belonging at school"
staff_relationship_score,12.10344827586207,29.0,Torridge 002,575.0,20.0,12.027826086956521,0.5570880606232873,11.470738026333233,12.58491414757981,average,Support from staff,"
The support received from adults at school"
home_relationship_score,13.461538461538462,26.0,Torridge 002,515.0,20.0,12.062135922330096,0.7690831882903442,11.293052734039753,12.83121911062044,above,Support from parents/carers,"
The support received from adults at home"
home_happy_score,5.384615384615385,26.0,Torridge 002,604.0,20.0,4.940397350993377,0.7549267302738673,4.18547062071951,5.695324081267245,average,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,14.743589743589741,13.0,Torridge 002,355.0,20.0,14.885446009389671,0.7627055365027211,14.12274047288695,15.648151545892393,average,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.064516129032258,31.0,Torridge 002,678.0,20.0,1.0147492625368733,0.020541714106175567,0.9942075484306977,1.035290976643049,above,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.2413793103448274,29.0,Torridge 002,625.0,20.0,2.3456,0.19026053738039997,2.1553394626196,2.5358605373804,average,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.43478260869565216,23.0,Torridge 002,476.0,20.0,0.35714285714285715,0.07913462942572096,0.2780082277171362,0.4362774865685781,average,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,7.5,12.0,Torridge 002,222.0,15.0,7.506756756756757,0.5563465223681503,6.950410234388607,8.063103279124908,average,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.5,30.0,Torridge 002,655.0,20.0,2.4885496183206106,0.17827857312780837,2.310271045192802,2.666828191448419,average,Climate change,"
Worries regarding climate change"
social_score,12.823529411764707,17.0,Torridge 002,441.0,20.0,11.884353741496598,0.4692186420598787,11.41513509943672,12.353572383556477,above,Support from friends,"
The support young people receive from their peers"
bully_score,7.666666666666667,30.0,Torridge 002,643.0,20.0,7.514774494556765,0.3209338895886501,7.193840604968115,7.835708384145415,average,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,17.272727272727273,22.0,Torridge 003,426.0,20.0,17.85211267605634,0.7240076318941591,17.12810504416218,18.5761203079505,average,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,5.071428571428571,28.0,Torridge 003,617.0,20.0,4.946515397082658,0.47982855277608544,4.466686844306572,5.426343949858744,average,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,12.774193548387096,31.0,Torridge 003,622.0,20.0,12.069131832797428,0.44645863215727216,11.622673200640156,12.5155904649547,above,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,20.304347826086957,23.0,Torridge 003,466.0,20.0,21.006437768240342,0.939871527800999,20.066566240439343,21.946309296041342,average,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,13.5,22.0,Torridge 003,391.0,19.0,12.741687979539641,0.5879381239360536,12.153749855603587,13.329626103475695,above,Self-esteem,"
How much young people value themselves"
stress_score,7.555555555555555,27.0,Torridge 003,539.0,20.0,7.836734693877551,0.5523650392820009,7.28436965459555,8.389099733159552,average,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,5.516129032258065,31.0,Torridge 003,622.0,20.0,4.963022508038585,0.5967010225969469,4.366321485441638,5.559723530635532,average,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,10.736842105263158,19.0,Torridge 003,385.0,20.0,9.774025974025975,0.5763487880119827,9.197677186013992,10.350374762037957,above,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,3.375,32.0,Torridge 003,669.0,20.0,3.0642750373692076,0.30486940665176476,2.759405630717443,3.3691444440209724,above,Loneliness,"
How often young people feel lonely"
support_score,5.357142857142857,28.0,Torridge 003,622.0,20.0,4.863344051446945,0.2824933524489921,4.580850698997953,5.145837403895937,above,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,0.45161290322580644,31.0,Torridge 003,644.0,20.0,0.4953416149068323,0.09882037305158985,0.39652124185524246,0.5941619879584221,average,Sleep,"
How much sleep young people get"
physical_score,217.0,30.0,Torridge 003,582.0,20.0,245.0,38.13479378364181,206.8652062163582,283.13479378364184,average,Physical activity,"
How physically active young people are"
free_like_score,3.28125,32.0,Torridge 003,653.0,20.0,3.0168453292496173,0.25103186372647596,2.7658134655231414,3.2678771929760932,above,Free time,"
How often young people can do things that they like in their free time"
media_score,3.96875,32.0,Torridge 003,673.0,20.0,4.078751857355126,0.5014300921162455,3.5773217652388807,4.580181949471371,average,Social media use,"
How much time young people spend on social media"
places_score,2.6451612903225805,31.0,Torridge 003,664.0,20.0,2.483433734939759,0.16687277202675707,2.316560962913002,2.650306506966516,average,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,2.1296296296296298,27.0,Torridge 003,562.0,20.0,2.4813167259786475,0.1957423260099232,2.2855743999687244,2.6770590519885706,below,NULL,NULL
home_talk_score,2.5703125,32.0,Torridge 003,585.0,20.0,2.5547008547008545,0.14688774811201868,2.407813106588836,2.701588602812873,average,NULL,NULL
peer_talk_score,2.7672413793103448,29.0,Torridge 003,602.0,20.0,2.5336378737541527,0.20968759244042917,2.3239502813137234,2.743325466194582,above,NULL,NULL
talk_score,7.54,25.0,Torridge 003,428.0,20.0,7.533878504672897,0.4005224423593017,7.133356062313595,7.934400947032199,average,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,10.666666666666666,27.0,Torridge 003,582.0,20.0,10.082474226804123,0.4186347178635218,9.663839508940601,10.501108944667646,above,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,2.6,25.0,Torridge 003,599.0,20.0,2.954924874791319,0.1983886196098084,2.7565362551815107,3.1533134944011274,below,School connection,"
Feelings of belonging at school"
staff_relationship_score,12.6,30.0,Torridge 003,575.0,20.0,12.027826086956521,0.5570880606232873,11.470738026333233,12.58491414757981,above,Support from staff,"
The support received from adults at school"
home_relationship_score,10.761904761904763,21.0,Torridge 003,515.0,20.0,12.062135922330096,0.7690831882903442,11.293052734039753,12.83121911062044,below,Support from parents/carers,"
The support received from adults at home"
home_happy_score,5.172413793103448,29.0,Torridge 003,604.0,20.0,4.940397350993377,0.7549267302738673,4.18547062071951,5.695324081267245,average,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,15.037037037037035,18.0,Torridge 003,355.0,20.0,14.885446009389671,0.7627055365027211,14.12274047288695,15.648151545892393,average,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.0,32.0,Torridge 003,678.0,20.0,1.0147492625368733,0.020541714106175567,0.9942075484306977,1.035290976643049,average,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.4827586206896552,29.0,Torridge 003,625.0,20.0,2.3456,0.19026053738039997,2.1553394626196,2.5358605373804,average,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.34782608695652173,23.0,Torridge 003,476.0,20.0,0.35714285714285715,0.07913462942572096,0.2780082277171362,0.4362774865685781,average,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,7.947368421052632,19.0,Torridge 003,222.0,15.0,7.506756756756757,0.5563465223681503,6.950410234388607,8.063103279124908,average,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.5806451612903225,31.0,Torridge 003,655.0,20.0,2.4885496183206106,0.17827857312780837,2.310271045192802,2.666828191448419,average,Climate change,"
Worries regarding climate change"
social_score,12.173913043478262,23.0,Torridge 003,441.0,20.0,11.884353741496598,0.4692186420598787,11.41513509943672,12.353572383556477,average,Support from friends,"
The support young people receive from their peers"
bully_score,7.290322580645161,31.0,Torridge 003,643.0,20.0,7.514774494556765,0.3209338895886501,7.193840604968115,7.835708384145415,average,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,18.75,20.0,Torridge 004,426.0,20.0,17.85211267605634,0.7240076318941591,17.12810504416218,18.5761203079505,above,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,5.25,28.0,Torridge 004,617.0,20.0,4.946515397082658,0.47982855277608544,4.466686844306572,5.426343949858744,average,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,11.241379310344827,29.0,Torridge 004,622.0,20.0,12.069131832797428,0.44645863215727216,11.622673200640156,12.5155904649547,below,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,22.16,25.0,Torridge 004,466.0,20.0,21.006437768240342,0.939871527800999,20.066566240439343,21.946309296041342,above,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,13.222222222222221,18.0,Torridge 004,391.0,19.0,12.741687979539641,0.5879381239360536,12.153749855603587,13.329626103475695,average,Self-esteem,"
How much young people value themselves"
stress_score,7.238095238095238,21.0,Torridge 004,539.0,20.0,7.836734693877551,0.5523650392820009,7.28436965459555,8.389099733159552,below,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,5.266666666666667,30.0,Torridge 004,622.0,20.0,4.963022508038585,0.5967010225969469,4.366321485441638,5.559723530635532,average,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,9.1,20.0,Torridge 004,385.0,20.0,9.774025974025975,0.5763487880119827,9.197677186013992,10.350374762037957,below,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,2.903225806451613,31.0,Torridge 004,669.0,20.0,3.0642750373692076,0.30486940665176476,2.759405630717443,3.3691444440209724,average,Loneliness,"
How often young people feel lonely"
support_score,4.5,30.0,Torridge 004,622.0,20.0,4.863344051446945,0.2824933524489921,4.580850698997953,5.145837403895937,below,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,0.6,30.0,Torridge 004,644.0,20.0,0.4953416149068323,0.09882037305158985,0.39652124185524246,0.5941619879584221,above,Sleep,"
How much sleep young people get"
physical_score,182.30769230769232,26.0,Torridge 004,582.0,20.0,245.0,38.13479378364181,206.8652062163582,283.13479378364184,below,Physical activity,"
How physically active young people are"
free_like_score,2.5483870967741935,31.0,Torridge 004,653.0,20.0,3.0168453292496173,0.25103186372647596,2.7658134655231414,3.2678771929760932,below,Free time,"
How often young people can do things that they like in their free time"
media_score,3.903225806451613,31.0,Torridge 004,673.0,20.0,4.078751857355126,0.5014300921162455,3.5773217652388807,4.580181949471371,average,Social media use,"
How much time young people spend on social media"
places_score,2.5483870967741935,31.0,Torridge 004,664.0,20.0,2.483433734939759,0.16687277202675707,2.316560962913002,2.650306506966516,average,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,2.5,23.0,Torridge 004,562.0,20.0,2.4813167259786475,0.1957423260099232,2.2855743999687244,2.6770590519885706,average,NULL,NULL
home_talk_score,2.4375,24.0,Torridge 004,585.0,20.0,2.5547008547008545,0.14688774811201868,2.407813106588836,2.701588602812873,average,NULL,NULL
peer_talk_score,2.5083333333333333,30.0,Torridge 004,602.0,20.0,2.5336378737541527,0.20968759244042917,2.3239502813137234,2.743325466194582,average,NULL,NULL
talk_score,7.411764705882353,17.0,Torridge 004,428.0,20.0,7.533878504672897,0.4005224423593017,7.133356062313595,7.934400947032199,average,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,9.678571428571429,28.0,Torridge 004,582.0,20.0,10.082474226804123,0.4186347178635218,9.663839508940601,10.501108944667646,average,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,3.04,25.0,Torridge 004,599.0,20.0,2.954924874791319,0.1983886196098084,2.7565362551815107,3.1533134944011274,average,School connection,"
Feelings of belonging at school"
staff_relationship_score,11.791666666666666,24.0,Torridge 004,575.0,20.0,12.027826086956521,0.5570880606232873,11.470738026333233,12.58491414757981,average,Support from staff,"
The support received from adults at school"
home_relationship_score,12.6,25.0,Torridge 004,515.0,20.0,12.062135922330096,0.7690831882903442,11.293052734039753,12.83121911062044,average,Support from parents/carers,"
The support received from adults at home"
home_happy_score,6.133333333333334,30.0,Torridge 004,604.0,20.0,4.940397350993377,0.7549267302738673,4.18547062071951,5.695324081267245,above,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,17.12962962962963,18.0,Torridge 004,355.0,20.0,14.885446009389671,0.7627055365027211,14.12274047288695,15.648151545892393,above,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.0,31.0,Torridge 004,678.0,20.0,1.0147492625368733,0.020541714106175567,0.9942075484306977,1.035290976643049,average,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.433333333333333,30.0,Torridge 004,625.0,20.0,2.3456,0.19026053738039997,2.1553394626196,2.5358605373804,average,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.3333333333333333,24.0,Torridge 004,476.0,20.0,0.35714285714285715,0.07913462942572096,0.2780082277171362,0.4362774865685781,average,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,NULL,NULL,Torridge 004,222.0,15.0,7.506756756756757,0.5563465223681503,6.950410234388607,8.063103279124908,nan,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.4516129032258065,31.0,Torridge 004,655.0,20.0,2.4885496183206106,0.17827857312780837,2.310271045192802,2.666828191448419,average,Climate change,"
Worries regarding climate change"
social_score,11.31578947368421,19.0,Torridge 004,441.0,20.0,11.884353741496598,0.4692186420598787,11.41513509943672,12.353572383556477,below,Support from friends,"
The support young people receive from their peers"
bully_score,7.285714285714286,28.0,Torridge 004,643.0,20.0,7.514774494556765,0.3209338895886501,7.193840604968115,7.835708384145415,average,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,17.636363636363637,22.0,Torridge 005,426.0,20.0,17.85211267605634,0.7240076318941591,17.12810504416218,18.5761203079505,average,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,4.230769230769231,26.0,Torridge 005,617.0,20.0,4.946515397082658,0.47982855277608544,4.466686844306572,5.426343949858744,below,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,12.961538461538462,26.0,Torridge 005,622.0,20.0,12.069131832797428,0.44645863215727216,11.622673200640156,12.5155904649547,above,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,20.90909090909091,22.0,Torridge 005,466.0,20.0,21.006437768240342,0.939871527800999,20.066566240439343,21.946309296041342,average,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,13.066666666666666,15.0,Torridge 005,391.0,19.0,12.741687979539641,0.5879381239360536,12.153749855603587,13.329626103475695,average,Self-esteem,"
How much young people value themselves"
stress_score,7.380952380952381,21.0,Torridge 005,539.0,20.0,7.836734693877551,0.5523650392820009,7.28436965459555,8.389099733159552,average,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,4.730769230769231,26.0,Torridge 005,622.0,20.0,4.963022508038585,0.5967010225969469,4.366321485441638,5.559723530635532,average,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,9.0,19.0,Torridge 005,385.0,20.0,9.774025974025975,0.5763487880119827,9.197677186013992,10.350374762037957,below,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,3.0714285714285716,28.0,Torridge 005,669.0,20.0,3.0642750373692076,0.30486940665176476,2.759405630717443,3.3691444440209724,average,Loneliness,"
How often young people feel lonely"
support_score,5.037037037037037,27.0,Torridge 005,622.0,20.0,4.863344051446945,0.2824933524489921,4.580850698997953,5.145837403895937,average,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,0.5357142857142857,28.0,Torridge 005,644.0,20.0,0.4953416149068323,0.09882037305158985,0.39652124185524246,0.5941619879584221,average,Sleep,"
How much sleep young people get"
physical_score,235.2,25.0,Torridge 005,582.0,20.0,245.0,38.13479378364181,206.8652062163582,283.13479378364184,average,Physical activity,"
How physically active young people are"
free_like_score,2.814814814814815,27.0,Torridge 005,653.0,20.0,3.0168453292496173,0.25103186372647596,2.7658134655231414,3.2678771929760932,average,Free time,"
How often young people can do things that they like in their free time"
media_score,4.0,29.0,Torridge 005,673.0,20.0,4.078751857355126,0.5014300921162455,3.5773217652388807,4.580181949471371,average,Social media use,"
How much time young people spend on social media"
places_score,2.259259259259259,27.0,Torridge 005,664.0,20.0,2.483433734939759,0.16687277202675707,2.316560962913002,2.650306506966516,below,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,2.5625,24.0,Torridge 005,562.0,20.0,2.4813167259786475,0.1957423260099232,2.2855743999687244,2.6770590519885706,average,NULL,NULL
home_talk_score,2.8125,24.0,Torridge 005,585.0,20.0,2.5547008547008545,0.14688774811201868,2.407813106588836,2.701588602812873,above,NULL,NULL
peer_talk_score,2.9,25.0,Torridge 005,602.0,20.0,2.5336378737541527,0.20968759244042917,2.3239502813137234,2.743325466194582,above,NULL,NULL
talk_score,8.28125,16.0,Torridge 005,428.0,20.0,7.533878504672897,0.4005224423593017,7.133356062313595,7.934400947032199,above,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,10.75,28.0,Torridge 005,582.0,20.0,10.082474226804123,0.4186347178635218,9.663839508940601,10.501108944667646,above,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,2.88,25.0,Torridge 005,599.0,20.0,2.954924874791319,0.1983886196098084,2.7565362551815107,3.1533134944011274,average,School connection,"
Feelings of belonging at school"
staff_relationship_score,12.291666666666666,24.0,Torridge 005,575.0,20.0,12.027826086956521,0.5570880606232873,11.470738026333233,12.58491414757981,average,Support from staff,"
The support received from adults at school"
home_relationship_score,12.6,25.0,Torridge 005,515.0,20.0,12.062135922330096,0.7690831882903442,11.293052734039753,12.83121911062044,average,Support from parents/carers,"
The support received from adults at home"
home_happy_score,4.730769230769231,26.0,Torridge 005,604.0,20.0,4.940397350993377,0.7549267302738673,4.18547062071951,5.695324081267245,average,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,14.933333333333326,15.0,Torridge 005,355.0,20.0,14.885446009389671,0.7627055365027211,14.12274047288695,15.648151545892393,average,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.0,29.0,Torridge 005,678.0,20.0,1.0147492625368733,0.020541714106175567,0.9942075484306977,1.035290976643049,average,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.1481481481481484,27.0,Torridge 005,625.0,20.0,2.3456,0.19026053738039997,2.1553394626196,2.5358605373804,below,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.4375,16.0,Torridge 005,476.0,20.0,0.35714285714285715,0.07913462942572096,0.2780082277171362,0.4362774865685781,above,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,NULL,NULL,Torridge 005,222.0,15.0,7.506756756756757,0.5563465223681503,6.950410234388607,8.063103279124908,nan,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.5714285714285716,28.0,Torridge 005,655.0,20.0,2.4885496183206106,0.17827857312780837,2.310271045192802,2.666828191448419,average,Climate change,"
Worries regarding climate change"
social_score,12.0,17.0,Torridge 005,441.0,20.0,11.884353741496598,0.4692186420598787,11.41513509943672,12.353572383556477,average,Support from friends,"
The support young people receive from their peers"
bully_score,7.142857142857143,28.0,Torridge 005,643.0,20.0,7.514774494556765,0.3209338895886501,7.193840604968115,7.835708384145415,below,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,19.0,26.0,Torridge 006,426.0,20.0,17.85211267605634,0.7240076318941591,17.12810504416218,18.5761203079505,above,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,5.205882352941177,34.0,Torridge 006,617.0,20.0,4.946515397082658,0.47982855277608544,4.466686844306572,5.426343949858744,average,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,11.68421052631579,38.0,Torridge 006,622.0,20.0,12.069131832797428,0.44645863215727216,11.622673200640156,12.5155904649547,average,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,21.48148148148148,27.0,Torridge 006,466.0,20.0,21.006437768240342,0.939871527800999,20.066566240439343,21.946309296041342,average,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,11.88888888888889,27.0,Torridge 006,391.0,19.0,12.741687979539641,0.5879381239360536,12.153749855603587,13.329626103475695,below,Self-esteem,"
How much young people value themselves"
stress_score,8.15625,32.0,Torridge 006,539.0,20.0,7.836734693877551,0.5523650392820009,7.28436965459555,8.389099733159552,average,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,5.621621621621622,37.0,Torridge 006,622.0,20.0,4.963022508038585,0.5967010225969469,4.366321485441638,5.559723530635532,above,Feelings around appearance,"
Young people's feelings around the way that they look"
